target_relative_path	source_repository	source_repository_url	source_branch	source_HEAD	source_relative_path	git_tracked	source_blob_oid_if_available	raw_sha256	canonical_text_sha256	asset_class	research_layer	research_series	migration_disposition	provenance_note
research/strict/campaigns/105/105-R34-SOURCE-WORD-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R34-SOURCE-WORD-SATURATION-CERTIFICATE.md	TRUE	a35fc80df99617b0d68784fbedbfcd8a2297b797	0facbb4dc98d6a8bf2fb315bc2067b64ca9dc3c274a293d519b829c43e7b457c	c1e50f0934bdeeb344b4e3ef1d714952ed3f8854c60cded808af49ab3e90d427	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R34-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R34-stage-archive.md	TRUE	92268dde355d65721d6c2d695bd9293c063c227d	0cc2846220a63abfe6f8510030c30c4bd7ce580f2746d1924f43bd1cc7ebcd73	230cff80979ca06d0bd9c79ec37bdaadaaabe2d2a046b523bf2d12cf6585fbf1	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R34-U-elimination-derivation.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R34-U-elimination-derivation.md	TRUE	e960eeb3db9a8989ba29843327a7815c00f6c6ae	27fcfcdb78bdceea1ed43c568076868aa1598eb0298a9c3c3e3e9e9879ef598d	7296bf9406a81521442b84cd8d0b3fb2b094b9f41726bc4c33ec64082fea445d	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R35-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R35-stage-archive.md	TRUE	e2a042f1bcf676acb614851eb746fc3ee319ff6f	f52e80696d6282104e6fbffb35104bf6038c8d5304554b1edcae8eea3415bb37	fce11832f2949f19ec1b4c918a9faf58f2ad410442022c2e904fb5af600e71de	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R35-TERMINAL-PREDICATE-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R35-TERMINAL-PREDICATE-SATURATION-CERTIFICATE.md	TRUE	6efa8334e1b6038532bf680c2ddea28ef6d04050	3c595afe9685f6577f88cac0c373ba05ae116782e7726c006337f6017f915fbd	18525ba917a75b50bcbf9245903e0f3785e22cee65a756e96e9b05a43e705e32	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R36-nonunit-source-master-synchronization.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R36-nonunit-source-master-synchronization.md	TRUE	c1aefefdbc64e133db6064a84ec02c3be444abe1	ba9f611e338fdbff092ff7dfbfbbce0817e77195b4a4d58815856abf071548d7	0447dfb80e9a4603751649d9f819acf972908b8f9ce81e86a2f89494f48215e3	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R36-simultaneous-nonempty-exact-system.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R36-simultaneous-nonempty-exact-system.md	TRUE	6b3fc5c1eb06b63f5aaa679e315f875a89cc6033	f9f764637a7c97b3006eb7e118f163cc812017b09d14898f3f11cf2b1e5d644d	bc4ec57124c43dfa072b571794eb5ed146f6a92dc10a82eea33207cc131fe057	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R36-SIMULTANEOUS-NONEMPTY-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R36-SIMULTANEOUS-NONEMPTY-SATURATION-CERTIFICATE.md	TRUE	8b6c7923f39ca927ca017902409b782313bb1f2e	5c6d246794dda38877067f461185b37c6f5938f36c5557a5e869b463d4c55481	74cd6d5cafe9a84f9fc30b9a005c76fffae3f01c624c8bd44cb94011cdc60b7f	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R36-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R36-stage-archive.md	TRUE	7881194bca448da5995d2e63cad26315f62b0c98	df929de3ee07cf95b5921e2570c2216e7539f527588c4281cb472b7c1fb2a68b	a81860c3dfef3a85dc38ba41cf0a45e11afa4cabbc25ed4b822395fb2b6102f4	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R36-unit-canonical-successor-derivation.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R36-unit-canonical-successor-derivation.md	TRUE	40c6ed20c6b0811c5ddd1e68acd92a9b68348318	7cd9ae0c3dcd8ad4655997228c232ba7c1b0f0af62db49e36d78d4c30cd4b2bf	c1ef8b7947e3a6edca62e6b890c9403e873ccbc6a9623b23d85776f0e9d5ab30	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R37-corrected-source-first-search.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R37-corrected-source-first-search.md	TRUE	eaa3db6bca0a21a62a20451f8a939b3921669f93	7f1244ee8d0fda232a32724aaea56f8ae7cc1371e59663346c2fd6ce661ba434	7703979fa8bff7d0d44545db08e0157d40ff2b8e45cbece5160ed3076330387e	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R37-gcd-normalized-master-sphere-system.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R37-gcd-normalized-master-sphere-system.md	TRUE	2a4278d72adfb17ed846ab482bbf3517b66d2587	29caed1ba3634114bbaefa379baa424ae48ad1bacd57a0923b3b869bfb9d2168	cadf3cad7b020fcf07a3424549f30c56b38639908ae52083f9e47349502c2ed9	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R37-GCD-NORMALIZED-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R37-GCD-NORMALIZED-SATURATION-CERTIFICATE.md	TRUE	6442f10b4f78701d10697d95946a34487bdf450a	35ec99860b98c51d5af09e35b2f68594586af71ae7ce13feca1c25656a5850fb	4b375a03a3818bbbf4b286c3078394b9749688a47951df6dfc3d53c8b751624a	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R37-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R37-stage-archive.md	TRUE	7a9533dd5f71f547ed6bae86b02b07457cfdc599	9f133d67d589754f8d411444a7e6e15437cffabbcda0412925ce2163ba47b741	a94b710a01a91f9db715b5293749cd4eea4ed93661e5d6b9b96ca1889ee18ed0	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R38-factor-allocation-derivation.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R38-factor-allocation-derivation.md	TRUE	7d0d1bd9134bc90528006b120f31bc23fd09b1fd	49a026a3fd2bdb9a0db4dfb89a77fc2e8702ff7b08b6e0ce3ddc941241cd7bfa	338d5666944654aa89a81e7d2deaeb7ce7cfd3ab54bd08b375ccf7eae0105d30	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R38-FIRST-GENUINE-SELECTOR-CONSISTENT-ROOT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R38-FIRST-GENUINE-SELECTOR-CONSISTENT-ROOT.md	TRUE	0633ce1ddf766e945b27d1c12c7d48296836a471	cd77941b665f9b3f0f52e9ee3c5c11d62db3371154a1ceb241b84937a0158f9b	26d3505aaad53a46445850681c3625ef044a77b82eae5e279c1b18792ecc886a	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R38-NRDG-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R38-NRDG-SATURATION-CERTIFICATE.md	TRUE	322a3f6d3fa684ed1866513ab55149358bbe443b	87838aa0ba406cb06cda7c0aaee576aa8aadbd7d6a5694cd7f25a2ce6e39448e	04a2c38bd7827df740a0ad585ad78b7ff6f461907793ba29ad2e4b73fcf3a578	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R38-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R38-stage-archive.md	TRUE	b088b88ce7481dce378b71e5829222ab1a3865bf	73c6b76e822ff14c39d3aeb23e89b739689608a29fc8e4a11770daf263fc6240	7a50e5c99ef1ba54099bb88cd8a08cc532a21dcf53142891202f258971226ca0	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R39-exponent-synchronization-derivation.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R39-exponent-synchronization-derivation.md	TRUE	0229cfede702bc8d6e5f600d39cc7e457d4ac8f6	de47edeabf9434c6576ac77e2f9dd6ce388e8b34a53e255ac0376169523cc376	2486000e9d831a2e790529e0e19c418aba048d50c0e28c11679d1824147b5e35	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R39-FIRST-EXPONENT-SYNCHRONIZED-ROOT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R39-FIRST-EXPONENT-SYNCHRONIZED-ROOT.md	TRUE	d6e0b092ef3fb51a77f50b39cf93e3df0ce7be51	5907feae4c85f50d3ef6daa6d5b86224b1611afe96f8359226d46cc5a11521a0	2ffb62a15b58c65b2629d3a1eb3c97014e00c5cb07eb8786d32a28a9e572fbf7	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R39-production-native-root-system.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R39-production-native-root-system.md	TRUE	3ad5d15ce18326418cf8ecd01bd0c2b820e0619e	8b296edb6044f531eee85e94bee50b6a0d9a458468acdd68a86957e88d634af7	b1414272ef19922a3b74d1238a43636c733f77d751f2f947fd48cd76504e8bb3	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R39-SOURCE-EXPONENT-IMAGE-SATURATION-CERTIFICATE.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R39-SOURCE-EXPONENT-IMAGE-SATURATION-CERTIFICATE.md	TRUE	891384ebc7af759b67c64ecc2b7207db6bf19922	9b2ec3ff1f15078770ca29d61fe287e30e406faa055316a7a79d2b52d03a25a2	ecdb4daa7dbe0a1415e5ffa7049a0310d3e77a7ca7df4e33dec4a8d7aa2a9496	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R39-stage-archive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R39-stage-archive.md	TRUE	c8db7eb9706d2b667f78570dee9eb712adae9d54	e55ac2d7b0d13c05bf40ef6a7bc8bb150365ae1aa325ca1a346223d43187a590	aafd00c841c66b976dea0798a724a332ef873e25fb5806aa80619077a546158e	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105-R40-FINAL-FAILURE-REPORT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105-R40-FINAL-FAILURE-REPORT.md	TRUE	4834c8256e6e46d69092e2d555680339296829a0	b5250565074b2f4953d1d215921db99432d326d5ced70e9f09569c29b74b522d	c8bde8b716238da7d1e5b6232ab16de8bac0f753dd7b66d35fc4331c22913348	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/local/105_V3_CONTINUATION_REPORT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	105_V3_CONTINUATION_REPORT.md	FALSE		dd47e67611b67bb35a916f4764c7044b0715635ecc83c02fa693e280f711a44b	dd47e67611b67bb35a916f4764c7044b0715635ecc83c02fa693e280f711a44b	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/105/local/105_V3_OPEN_STATE_REPORT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	105_V3_OPEN_STATE_REPORT.md	FALSE		4280028f8f9a08979f7b3001de62448950aec448121aac550201a48c7458cd56	4280028f8f9a08979f7b3001de62448950aec448121aac550201a48c7458cd56	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/105/local/105_V3_STAGE_02_R40_QUOTIENT_AND_SUPPORT_AUDIT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	105_V3_STAGE_02_R40_QUOTIENT_AND_SUPPORT_AUDIT.md	FALSE		28e882261e56d335fda23e2edd67c9c7bd1468c832515087707ea219c7f6d71d	28e882261e56d335fda23e2edd67c9c7bd1468c832515087707ea219c7f6d71d	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/105/local/105_V3_STAGE_03_SOURCE_ROOM_SUCCESSOR_AUDIT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	105_V3_STAGE_03_SOURCE_ROOM_SUCCESSOR_AUDIT.md	FALSE		af6366333b68b5cd98ad22a02e95358914fd2a895732b2bebd398b7b4b6dcf07	af6366333b68b5cd98ad22a02e95358914fd2a895732b2bebd398b7b4b6dcf07	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/105/local/105_V3_STAGE_04_BOUNDED_SEARCH_AUDIT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	105_V3_STAGE_04_BOUNDED_SEARCH_AUDIT.md	FALSE		7884362800f691d0bca12c133e784990625f3e40e513288fabb7e7194b29e82d	7884362800f691d0bca12c133e784990625f3e40e513288fabb7e7194b29e82d	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/105/local/STATE_RECONSTRUCTION_REPORT.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	STATE_RECONSTRUCTION_REPORT.md	FALSE		d8d7c962b048065f1549710769cc67a34be6e1a65d3199f8b917ad0ec63533dd	d8d7c962b048065f1549710769cc67a34be6e1a65d3199f8b917ad0ec63533dd	MATHEMATICAL_STATUS_INDEX	strict	105	COPIED_LOCAL_UNTRACKED	Untracked strict local mathematical stage/status document; selected after content review.
research/strict/campaigns/75/00_65_terminal_recompression.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/00_65_terminal_recompression.md	TRUE	babcce0770894e5f24dfbfbc988f35aa40fa925b	c82c372a1a4a03f73b8954439b8fb48413cc9356555a795e38b5a6a04fbe3be1	7bf3391780abd867c8cd40844c11c24d8bc6b88e9cd292420c28c6c331dc8042	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/01_standard_language_dictionary.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/01_standard_language_dictionary.md	TRUE	bb679f58e1b75f1245b1ded3af30b55e1007be40	76e188506e5e81933e56c8641e436d45b4c13a77b784aaafdce265e91b7bcffc	be7393e279048fdac855bd378d713ad93a1336e49eec6c15d44ddb312e8b2bdd	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/03_USSPAL_intrinsic_lower_barrier.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/03_USSPAL_intrinsic_lower_barrier.md	TRUE	5d0a84300cd14d1bb30a1a09cf105dffe418f320	34e2eaf956608fa3d1640eea9701e70c0adee269933f84475e6737249366059d	c3918d2b27ce9b3aa8b45fd9be7cd426e74bda4428d9132f08174ea5313137bc	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/06_power_ten_rearchitecture_audit.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/06_power_ten_rearchitecture_audit.md	TRUE	893d962e544d8cf8dcf38cb8b0e0c27985e4f5fe	bea0d989c8d9c85571169856dc86f4cb1a5a685da251a3e3db9ff87ce243cf28	01aab72ce5c490c720b614311e82a0ebaa74ad0f41b4934f2a06d5ffe4698f6b	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/06_primitive_sector_congruence.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/06_primitive_sector_congruence.md	TRUE	41411336ea3366fe28b24e392fff8539771b5830	60f7838e4500a2c79db1361e590cdab8721e2d23dd70408a92860263f635a285	53a11d3c0541a6c1c32563db7400e4f687268e0423e7083baf8e4d6429f3b7a3	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/07_archimedean_digit_region.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/07_archimedean_digit_region.md	TRUE	5b3d66b3582daca795c95753745c00581e55577a	ef7ac8e7207bd825c3e6bca02ed90604b244a7f88cdaf25cfdcd3022559bf4da	246b438b1be75ee5c94e4729eb36331135536f3eb3bf01e14e079c017ede34a4	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/07_reverse_semantics_audit.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/07_reverse_semantics_audit.md	TRUE	5d042730bb1643373d8e88f98ca8ffbc62bd4e15	eea259b12bead8240fb95829edc372125668419de4ebe81156b9a1c1ec0c57bd	95b829e440f58330ac6684083453704d75b8c853c99e98274360f6d47392d48c	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/08_quantitative_theorem_registry.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/08_quantitative_theorem_registry.md	TRUE	46d5eacac32399c93d108160396233ea7110db2d	3067a380f8652d6ff466963f16ec6202aee00b6b3e4d2c8fc485b8d7d5a0c56b	5fb2682634da1a5c7e9ae8ccc4f5e68858fda53455ca02bb371f6cf128d1899d	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/08_weapon_ranking.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/08_weapon_ranking.md	TRUE	37f39d8ecab389beb0e1917db07d15871eb208f5	85a9afed8230d7b0cf84e68c5a450f8956c6e61b89b1cc0b2fdaa156091823dc	1f59f5d4760b77d8c230ad9ce9bf09218422f5b7ec277645db6d53058e613616	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/09_height_bridge_analysis.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/09_height_bridge_analysis.md	TRUE	009c4656fbbddd1fa2a89a29daab174b9a1f7afb	03fd22ce8d25974e9734052d308575068bbe37e6fd99e641d3b2bbe055aab0eb	a364197e65fa6215dde0f91c2495d9dedd0b2a8a9cc509be103d8d7d8cb931c0	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/10_external_arsenal_map.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/10_external_arsenal_map.md	TRUE	75902bc163c5dff73b76cc4b13f37ec8e33a8181	f124df29592ea94c9836054bdf4121fe277766a32aede2f038fba2e3c9ffe781	765d8d325a1a35460ad808368e1d29f65b1666f63b582a4c27c48e8ff5eae35c	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/11_main_proof_interface_decision.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/11_main_proof_interface_decision.md	TRUE	2e4e9c4dcfd5f857108f403154e97f0501c734ec	f70d51c90c08fe59819c21e1b2d2960f5401151ca32a7a54944c42968547f40d	866e4534e43a37dc3bdf8133bf6acb607bddefebb975da580fd4594949b3d594	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/11_remaining_internal_mathematics.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/11_remaining_internal_mathematics.md	TRUE	5c465848b086422fecb329178423978e867ed182	02a568b3487b3a93a62e0fd7598b3dd920f0264d5e73bb3567f8f56a452a65e6	41c1926fac85d12cad677d1ab282afe1da47cdbf8bf14f6d43871764af1e369d	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/12_R1_terminal_verdict.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/12_R1_terminal_verdict.md	TRUE	feeacd19e977fd79c941a0ee0926c0402389cfe5	27dcd96d352a85d58246e49b1e4b7614a1cc0cda31d80134c29e47dad326d34f	4ef362817462effe45356f07352eb1db90a9690280e4393aae70463a9178f615	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/12_R2_terminal_verdict.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/12_R2_terminal_verdict.md	TRUE	fad0f7d93ad60a5b970e755057a872202c54fefb	a7641cebe6f32f48364385b016cfb66a9d43c35636173eda156de595079d4473	5906fdafe1555a4d9069014916b3dbbdfc56a91da8d867e0b367301a88a7be2b	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/75/12_R6_terminal_verdict.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/65-bridge-and-provenance/12_R6_terminal_verdict.md	TRUE	3a37bde05887be6b7ada816c8067e80346c4e64c	00fac65c31bdc450c6d10f84435ba39359996dd2d80d5797192cfa17506bb4ff	d455f4a5e0afc835c67f3fb0c358474c973505580427941ff359be63f3fd0b1f	MATHEMATICAL_STAGE_REPORT	strict	75	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
